component_id,track_count,artist_count,album_count,split_count,splits,cross_split,min_track_id,max_track_id
fma-small-cc-040180,2,1,1,1,training,False,40180,40182
fma-small-cc-040250,2,1,1,1,training,False,40250,62180
fma-small-cc-040509,1,1,1,1,training,False,40509,40509
fma-small-cc-040525,1,1,1,1,training,False,40525,40525
fma-small-cc-040541,2,1,1,1,training,False,40541,40542
fma-small-cc-040598,1,1,1,1,training,False,40598,40598
fma-small-cc-040654,7,1,1,1,validation,False,40654,40660
fma-small-cc-040683,4,1,1,1,training,False,40683,41147
fma-small-cc-040842,4,2,1,2,test;training,True,40842,40845
fma-small-cc-040908,2,1,1,1,training,False,40908,40909
fma-small-cc-040938,2,1,1,1,training,False,40938,40940
fma-small-cc-040985,1,1,1,1,training,False,40985,40985
fma-small-cc-040986,1,1,1,1,training,False,40986,40986
fma-small-cc-041018,3,3,1,3,test;training;validation,True,41018,41020
fma-small-cc-041054,1,1,1,1,training,False,41054,41054
fma-small-cc-041095,1,1,1,1,training,False,41095,41095
fma-small-cc-041191,2,1,1,1,training,False,41191,41192
fma-small-cc-041310,1,1,1,1,test,False,41310,41310
fma-small-cc-041381,41,1,13,1,validation,False,41381,109978
fma-small-cc-041568,3,3,1,1,training,False,41568,41573
fma-small-cc-041605,1,1,1,1,training,False,41605,41605
fma-small-cc-041709,2,1,1,1,training,False,41709,41714
fma-small-cc-041812,1,1,1,1,training,False,41812,41812
fma-small-cc-041961,3,1,1,1,training,False,41961,41965
fma-small-cc-041971,2,2,1,2,training;validation,True,41971,41983
fma-small-cc-042014,12,11,2,2,test;training,True,42014,51954
fma-small-cc-042119,2,1,1,1,training,False,42119,42126
fma-small-cc-042129,6,1,1,1,test,False,42129,42146
fma-small-cc-042310,1,1,1,1,training,False,42310,42310
fma-small-cc-042372,19,1,3,1,test,False,42372,76131
fma-small-cc-042442,1,1,1,1,training,False,42442,42442
fma-small-cc-042463,1,1,1,1,test,False,42463,42463
fma-small-cc-042475,1,1,1,1,training,False,42475,42475
fma-small-cc-042648,2,1,1,1,training,False,42648,42659
fma-small-cc-042751,1,1,1,1,training,False,42751,42751
fma-small-cc-042761,2,1,1,1,training,False,42761,42789
fma-small-cc-042844,3,1,2,1,validation,False,42844,47032
fma-small-cc-042966,2,1,1,1,training,False,42966,42984
fma-small-cc-043016,14,1,1,1,training,False,43016,43030
fma-small-cc-043063,3,1,3,1,training,False,43063,60317
fma-small-cc-043172,2,1,1,1,training,False,43172,43173
fma-small-cc-043516,11,1,2,1,test,False,43516,60875
fma-small-cc-043533,9,1,2,1,training,False,43533,43699
fma-small-cc-043585,12,1,3,1,training,False,43585,80766
fma-small-cc-043621,6,1,1,1,training,False,43621,43843
fma-small-cc-043691,1,1,1,1,validation,False,43691,43691
fma-small-cc-043765,4,1,1,1,test,False,43765,43768
fma-small-cc-043883,2,1,1,1,training,False,43883,43886
fma-small-cc-043899,1,1,1,1,training,False,43899,43899
fma-small-cc-044092,1,1,1,1,training,False,44092,44092
fma-small-cc-044110,1,1,1,1,training,False,44110,44110
fma-small-cc-044169,1,1,1,1,training,False,44169,44169
fma-small-cc-044236,1,1,1,1,training,False,44236,44236
fma-small-cc-044777,1,1,1,1,test,False,44777,44777
fma-small-cc-044778,5,5,1,1,training,False,44778,44782
fma-small-cc-044805,3,1,1,1,training,False,44805,44809
fma-small-cc-044820,4,1,1,1,training,False,44820,44823
fma-small-cc-044848,6,1,1,1,training,False,44848,44854
fma-small-cc-044917,2,1,1,1,training,False,44917,44918
fma-small-cc-044946,1,1,1,1,training,False,44946,44946
fma-small-cc-044947,6,1,1,1,training,False,44947,44952
fma-small-cc-045055,1,1,1,1,validation,False,45055,45055
fma-small-cc-045099,17,3,4,1,training,False,45099,93941
fma-small-cc-045149,1,1,1,1,test,False,45149,45149
fma-small-cc-045150,5,5,1,2,test;training,True,45150,45154
fma-small-cc-045335,1,1,1,1,training,False,45335,45335
fma-small-cc-045474,2,1,1,1,training,False,45474,45475
fma-small-cc-045508,1,1,1,1,training,False,45508,45508
fma-small-cc-046024,2,1,2,1,training,False,46024,91329
fma-small-cc-046078,2,2,1,1,training,False,46078,46079
fma-small-cc-046157,4,4,1,1,training,False,46157,46160
fma-small-cc-046161,2,1,1,1,training,False,46161,46162
fma-small-cc-046525,1,1,1,1,training,False,46525,46525
fma-small-cc-046611,1,1,1,1,training,False,46611,46611
fma-small-cc-046711,1,1,1,1,training,False,46711,46711
fma-small-cc-046717,3,1,1,1,test,False,46717,46720
fma-small-cc-046726,4,4,1,1,training,False,46726,46736
fma-small-cc-047068,10,1,1,1,training,False,47068,47077
fma-small-cc-047192,11,1,1,1,training,False,47192,47202
fma-small-cc-047260,1,1,1,1,training,False,47260,47260
fma-small-cc-047471,1,1,1,1,test,False,47471,47471
fma-small-cc-047506,1,1,1,1,training,False,47506,47506
fma-small-cc-047510,1,1,1,1,training,False,47510,47510
fma-small-cc-047628,1,1,1,1,test,False,47628,47628
fma-small-cc-047657,4,1,1,1,training,False,47657,47660
fma-small-cc-047661,3,1,1,1,training,False,47661,47663
fma-small-cc-047665,2,1,1,1,training,False,47665,47666
fma-small-cc-047670,2,1,1,1,training,False,47670,47671
fma-small-cc-047707,1,1,1,1,training,False,47707,47707
fma-small-cc-047865,7,1,2,1,training,False,47865,91938
fma-small-cc-047894,4,1,1,1,training,False,47894,47897
fma-small-cc-047916,4,1,2,1,training,False,47916,63226
fma-small-cc-048015,1,1,1,1,training,False,48015,48015
fma-small-cc-048042,4,1,1,1,training,False,48042,48046
fma-small-cc-048269,1,1,1,1,training,False,48269,48269
fma-small-cc-048367,8,1,2,1,training,False,48367,112318
fma-small-cc-048437,5,2,1,1,training,False,48437,48443
fma-small-cc-048444,8,2,1,1,training,False,48444,48457
fma-small-cc-048462,7,1,2,1,training,False,48462,65064
fma-small-cc-048488,19,1,5,1,training,False,48488,132142
fma-small-cc-048861,10,1,2,1,training,False,48861,140794
fma-small-cc-048990,1,1,1,1,test,False,48990,48990
fma-small-cc-048999,1,1,1,1,test,False,48999,48999
fma-small-cc-049039,1,1,1,1,training,False,49039,49039
fma-small-cc-049441,1,1,1,1,validation,False,49441,49441
fma-small-cc-049812,2,1,1,1,training,False,49812,49817
fma-small-cc-049842,10,1,1,1,training,False,49842,49857
fma-small-cc-050276,13,2,3,1,training,False,50276,133803
fma-small-cc-050323,6,1,2,1,training,False,50323,86730
fma-small-cc-050444,6,1,1,1,validation,False,50444,50449
fma-small-cc-050539,2,1,1,1,training,False,50539,50543
fma-small-cc-050752,3,1,1,1,test,False,50752,50754
fma-small-cc-050836,1,1,1,1,training,False,50836,50836
fma-small-cc-050952,6,1,2,1,training,False,50952,51006
fma-small-cc-051111,7,1,1,1,training,False,51111,51118
fma-small-cc-051120,1,1,1,1,training,False,51120,51120
fma-small-cc-051157,2,1,1,1,validation,False,51157,51158
fma-small-cc-051203,1,1,1,1,training,False,51203,51203
fma-small-cc-051260,14,14,1,3,test;training;validation,True,51260,51276
fma-small-cc-051333,1,1,1,1,training,False,51333,51333
fma-small-cc-051479,3,1,2,1,training,False,51479,76381
fma-small-cc-051918,2,1,1,1,validation,False,51918,51919
fma-small-cc-051923,1,1,1,1,training,False,51923,51923
fma-small-cc-051991,6,1,1,1,training,False,51991,52001
fma-small-cc-052034,22,12,2,3,test;training;validation,True,52034,67368
fma-small-cc-052118,12,1,1,1,training,False,52118,52129
fma-small-cc-052141,1,1,1,1,training,False,52141,52141
fma-small-cc-052409,1,1,1,1,training,False,52409,52409
fma-small-cc-052446,6,2,1,2,training;validation,True,52446,52452
fma-small-cc-052500,4,1,1,1,training,False,52500,52508
fma-small-cc-052522,1,1,1,1,training,False,52522,52522
fma-small-cc-052579,9,1,5,1,training,False,52579,107850
fma-small-cc-052628,21,1,1,1,training,False,52628,52650
fma-small-cc-052945,9,1,1,1,validation,False,52945,52955
fma-small-cc-053228,2,1,1,1,test,False,53228,53229
fma-small-cc-053379,5,1,2,1,training,False,53379,68601
fma-small-cc-053457,1,1,1,1,training,False,53457,53457
fma-small-cc-053496,2,1,2,1,training,False,53496,147059
fma-small-cc-053576,2,1,1,1,training,False,53576,53578
fma-small-cc-053591,2,1,1,1,training,False,53591,53592
fma-small-cc-053675,1,1,1,1,training,False,53675,53675
fma-small-cc-053807,1,1,1,1,training,False,53807,53807
fma-small-cc-053862,2,1,1,1,training,False,53862,53863
fma-small-cc-053937,1,1,1,1,training,False,53937,53937
fma-small-cc-054019,1,1,1,1,training,False,54019,54019
fma-small-cc-054031,6,1,1,1,training,False,54031,54039
fma-small-cc-054149,11,1,2,1,training,False,54149,54160
fma-small-cc-054163,1,1,1,1,training,False,54163,54163
fma-small-cc-054234,4,1,1,1,training,False,54234,54237
fma-small-cc-054297,1,1,1,1,training,False,54297,54297
fma-small-cc-054335,1,1,1,1,training,False,54335,54335
fma-small-cc-054365,11,1,3,1,training,False,54365,149953
fma-small-cc-054463,8,1,1,1,validation,False,54463,54470
fma-small-cc-054475,6,1,1,1,training,False,54475,54482
fma-small-cc-054496,1,1,1,1,training,False,54496,54496
fma-small-cc-054554,1,1,1,1,validation,False,54554,54554
fma-small-cc-054568,5,5,1,1,training,False,54568,54580
fma-small-cc-054621,5,1,1,1,training,False,54621,54626
fma-small-cc-054662,1,1,1,1,training,False,54662,54662
fma-small-cc-054664,4,1,1,1,training,False,54664,54667
fma-small-cc-054703,1,1,1,1,test,False,54703,54703
fma-small-cc-054735,1,1,1,1,training,False,54735,54735
fma-small-cc-054874,1,1,1,1,training,False,54874,54874
fma-small-cc-054942,1,1,1,1,training,False,54942,54942
fma-small-cc-055076,1,1,1,1,training,False,55076,55076
fma-small-cc-055149,1,1,1,1,training,False,55149,55149
fma-small-cc-055183,2,1,1,1,validation,False,55183,55186
fma-small-cc-055402,1,1,1,1,training,False,55402,55402
fma-small-cc-055480,2,1,1,1,training,False,55480,55481
fma-small-cc-055549,1,1,1,1,training,False,55549,55549
fma-small-cc-055709,11,1,1,1,training,False,55709,55719
fma-small-cc-055782,3,3,1,2,training;validation,True,55782,55786
fma-small-cc-055807,5,1,1,1,training,False,55807,55811
fma-small-cc-055826,7,1,1,1,training,False,55826,55833
fma-small-cc-055900,8,1,3,1,training,False,55900,113037
fma-small-cc-056010,3,1,1,1,training,False,56010,56020
fma-small-cc-056028,6,1,2,1,training,False,56028,80836
fma-small-cc-056031,2,1,1,1,training,False,56031,56033
fma-small-cc-056034,2,1,1,1,training,False,56034,56036
fma-small-cc-056247,4,1,2,1,training,False,56247,67553
fma-small-cc-056273,3,1,1,1,training,False,56273,56275
fma-small-cc-056516,7,1,2,1,training,False,56516,64796
fma-small-cc-056523,1,1,1,1,test,False,56523,56523
fma-small-cc-056552,4,1,2,1,validation,False,56552,57892
fma-small-cc-056645,6,1,1,1,training,False,56645,56651
fma-small-cc-056686,11,1,1,1,training,False,56686,56696
fma-small-cc-056795,38,1,15,1,training,False,56795,81999
fma-small-cc-056874,1,1,1,1,validation,False,56874,56874
fma-small-cc-056888,1,1,1,1,training,False,56888,56888
fma-small-cc-056929,1,1,1,1,test,False,56929,56929
fma-small-cc-057078,1,1,1,1,validation,False,57078,57078
fma-small-cc-057164,4,1,1,1,training,False,57164,57177
fma-small-cc-057178,3,1,1,1,training,False,57178,57180
fma-small-cc-057271,4,1,1,1,test,False,57271,57274
fma-small-cc-057360,1,1,1,1,training,False,57360,57360
fma-small-cc-057417,1,1,1,1,training,False,57417,57417
fma-small-cc-057418,1,1,1,1,training,False,57418,57418
fma-small-cc-057435,3,1,1,1,validation,False,57435,57439
fma-small-cc-057440,2,1,1,1,training,False,57440,57442
fma-small-cc-057500,1,1,1,1,training,False,57500,57500
fma-small-cc-057540,1,1,1,1,test,False,57540,57540
fma-small-cc-057569,1,1,1,1,training,False,57569,57569
fma-small-cc-057639,3,1,1,1,training,False,57639,57648
fma-small-cc-057658,4,1,1,1,training,False,57658,57663
fma-small-cc-057665,3,2,1,1,training,False,57665,57697
fma-small-cc-057819,5,1,1,1,training,False,57819,57823
fma-small-cc-057936,3,1,1,1,training,False,57936,57938
fma-small-cc-057968,2,1,2,1,training,False,57968,98251
fma-small-cc-058052,6,1,2,1,training,False,58052,58063
fma-small-cc-058068,2,1,1,1,training,False,58068,58070
fma-small-cc-058115,3,1,1,1,training,False,58115,58117
fma-small-cc-058135,2,1,1,1,training,False,58135,58140
fma-small-cc-058161,9,1,2,1,training,False,58161,82410
fma-small-cc-058207,68,8,7,2,training;validation,True,58207,141735
fma-small-cc-058225,3,1,3,1,training,False,58225,89704
fma-small-cc-058333,2,1,1,1,validation,False,58333,58334
fma-small-cc-058341,1,1,1,1,training,False,58341,58341
fma-small-cc-058539,5,1,2,1,validation,False,58539,58543
fma-small-cc-059373,6,1,2,1,training,False,59373,143099
fma-small-cc-059561,1,1,1,1,training,False,59561,59561
fma-small-cc-059562,1,1,1,1,test,False,59562,59562
fma-small-cc-059581,9,1,3,1,test,False,59581,110209
fma-small-cc-059653,7,1,2,1,training,False,59653,80341
fma-small-cc-059660,19,1,5,1,training,False,59660,131953
fma-small-cc-059669,6,1,1,1,training,False,59669,59677
fma-small-cc-059678,5,1,1,1,training,False,59678,59682
fma-small-cc-059683,6,1,1,1,training,False,59683,59688
fma-small-cc-059695,1,1,1,1,test,False,59695,59695
fma-small-cc-059702,1,1,1,1,training,False,59702,59702
fma-small-cc-059706,5,1,1,1,training,False,59706,59710
fma-small-cc-059719,8,1,1,1,training,False,59719,59727
fma-small-cc-059876,1,1,1,1,training,False,59876,59876
fma-small-cc-059930,1,1,1,1,training,False,59930,59930
fma-small-cc-060037,6,1,1,1,training,False,60037,60048
fma-small-cc-060074,1,1,1,1,training,False,60074,60074
fma-small-cc-060143,4,1,1,1,training,False,60143,60146
fma-small-cc-060170,1,1,1,1,training,False,60170,60170
fma-small-cc-060331,1,1,1,1,validation,False,60331,60331
fma-small-cc-060533,10,1,2,1,test,False,60533,98302
fma-small-cc-060736,1,1,1,1,training,False,60736,60736
fma-small-cc-060753,12,1,3,1,training,False,60753,152418
fma-small-cc-060775,3,1,1,1,training,False,60775,60777
fma-small-cc-060994,1,1,1,1,training,False,60994,60994
fma-small-cc-061006,7,1,1,1,training,False,61006,61013
fma-small-cc-061491,3,1,1,1,training,False,61491,61493
fma-small-cc-061668,9,3,2,1,training,False,61668,64009
fma-small-cc-061734,3,1,1,1,validation,False,61734,61742
fma-small-cc-061814,3,2,1,2,test;training,True,61814,61821
fma-small-cc-062001,1,1,1,1,training,False,62001,62001
fma-small-cc-062003,3,1,1,1,training,False,62003,62007
fma-small-cc-062163,3,1,1,1,training,False,62163,62165
fma-small-cc-062183,14,14,1,2,training;validation,True,62183,62196
fma-small-cc-062426,44,1,12,1,training,False,62426,134054
fma-small-cc-062586,1,1,1,1,training,False,62586,62586
fma-small-cc-062655,1,1,1,1,training,False,62655,62655
fma-small-cc-063043,3,1,1,1,training,False,63043,63045
fma-small-cc-063064,2,1,1,1,test,False,63064,63065
fma-small-cc-063117,1,1,1,1,training,False,63117,63117
fma-small-cc-063191,1,1,1,1,training,False,63191,63191
fma-small-cc-063208,1,1,1,1,training,False,63208,63208
fma-small-cc-063287,5,1,1,1,training,False,63287,63292
fma-small-cc-063470,7,1,2,1,training,False,63470,106956
fma-small-cc-063626,2,1,2,1,training,False,63626,70174
fma-small-cc-063803,3,1,1,1,training,False,63803,63805
fma-small-cc-063900,2,1,2,1,training,False,63900,63908
fma-small-cc-063922,1,1,1,1,training,False,63922,63922
fma-small-cc-063936,1,1,1,1,training,False,63936,63936
fma-small-cc-064035,1,1,1,1,training,False,64035,64035
fma-small-cc-064078,1,1,1,1,training,False,64078,64078
fma-small-cc-064079,1,1,1,1,validation,False,64079,64079
fma-small-cc-064091,1,1,1,1,training,False,64091,64091
fma-small-cc-064093,1,1,1,1,training,False,64093,64093
fma-small-cc-064247,5,1,1,1,training,False,64247,64253
fma-small-cc-064338,9,1,3,1,training,False,64338,145730
fma-small-cc-064364,3,1,1,1,training,False,64364,64366
fma-small-cc-064515,8,1,2,1,validation,False,64515,64523
fma-small-cc-064535,4,1,1,1,training,False,64535,64538
fma-small-cc-064542,1,1,1,1,training,False,64542,64542
fma-small-cc-064553,2,1,1,1,training,False,64553,64556
fma-small-cc-064567,1,1,1,1,training,False,64567,64567
fma-small-cc-064590,4,1,1,1,validation,False,64590,64593
fma-small-cc-064594,5,1,2,1,training,False,64594,65234
fma-small-cc-064618,3,1,1,1,test,False,64618,68587
fma-small-cc-064625,7,1,1,1,validation,False,64625,64631
fma-small-cc-064659,1,1,1,1,training,False,64659,64659
fma-small-cc-064787,3,1,2,1,training,False,64787,64789
fma-small-cc-064809,1,1,1,1,training,False,64809,64809
fma-small-cc-064854,21,1,3,1,training,False,64854,91164
fma-small-cc-064895,2,1,1,1,training,False,64895,64896
fma-small-cc-064918,2,1,1,1,training,False,64918,64919
fma-small-cc-064988,8,1,1,1,training,False,64988,64995
fma-small-cc-065037,4,1,1,1,validation,False,65037,65040
fma-small-cc-065073,1,1,1,1,training,False,65073,65073
fma-small-cc-065090,1,1,1,1,training,False,65090,65090
fma-small-cc-065265,1,1,1,1,test,False,65265,65265
fma-small-cc-065488,1,1,1,1,training,False,65488,65488
fma-small-cc-065619,1,1,1,1,training,False,65619,65619
fma-small-cc-065683,1,1,1,1,validation,False,65683,65683
fma-small-cc-065685,1,1,1,1,training,False,65685,65685
fma-small-cc-065777,3,1,2,1,test,False,65777,65780
fma-small-cc-065893,1,1,1,1,training,False,65893,65893
fma-small-cc-066058,1,1,1,1,training,False,66058,66058
fma-small-cc-066073,4,1,1,1,training,False,66073,66076
fma-small-cc-066180,45,1,7,1,training,False,66180,146970
fma-small-cc-066390,20,1,7,1,training,False,66390,128816
fma-small-cc-066394,1,1,1,1,validation,False,66394,66394
fma-small-cc-066405,1,1,1,1,training,False,66405,66405
fma-small-cc-066469,3,1,1,1,training,False,66469,66483
fma-small-cc-066534,6,1,1,1,test,False,66534,66539
fma-small-cc-066636,3,1,1,1,training,False,66636,66638
fma-small-cc-066641,7,1,1,1,training,False,66641,66650
fma-small-cc-066689,2,1,1,1,validation,False,66689,66690
fma-small-cc-066717,1,1,1,1,test,False,66717,66717
fma-small-cc-066782,6,1,2,1,validation,False,66782,70426
fma-small-cc-067007,2,1,1,1,training,False,67007,67010
fma-small-cc-067121,1,1,1,1,training,False,67121,67121
fma-small-cc-067163,1,1,1,1,training,False,67163,67163
fma-small-cc-067237,1,1,1,1,validation,False,67237,67237
fma-small-cc-067308,1,1,1,1,training,False,67308,67308
fma-small-cc-067330,6,1,1,1,test,False,67330,67336
fma-small-cc-067412,1,1,1,1,training,False,67412,67412
fma-small-cc-067470,1,1,1,1,training,False,67470,67470
fma-small-cc-067500,1,1,1,1,training,False,67500,67500
fma-small-cc-067556,3,1,1,1,training,False,67556,67558
fma-small-cc-067597,3,1,1,1,training,False,67597,67600
fma-small-cc-067637,4,4,1,2,training;validation,True,67637,67640
fma-small-cc-067660,6,1,2,1,training,False,67660,100976
fma-small-cc-067707,1,1,1,1,training,False,67707,67707
fma-small-cc-067760,1,1,1,1,training,False,67760,67760
fma-small-cc-068353,4,1,1,1,training,False,68353,68356
fma-small-cc-068404,1,1,1,1,test,False,68404,68404
fma-small-cc-068407,2,1,1,1,training,False,68407,68410
fma-small-cc-068444,1,1,1,1,training,False,68444,68444
fma-small-cc-068536,11,7,1,3,test;training;validation,True,68536,68579
fma-small-cc-068680,3,1,1,1,training,False,68680,68683
fma-small-cc-068820,2,1,1,1,training,False,68820,68821
fma-small-cc-068837,18,2,4,1,training,False,68837,116707
fma-small-cc-068851,7,1,1,1,training,False,68851,68862
fma-small-cc-068869,5,1,3,1,training,False,68869,80402
fma-small-cc-068909,1,1,1,1,validation,False,68909,68909
fma-small-cc-069001,2,1,1,1,training,False,69001,69002
fma-small-cc-069170,1,1,1,1,training,False,69170,69170
fma-small-cc-069181,3,1,1,1,training,False,69181,69188
fma-small-cc-069193,42,15,5,2,training;validation,True,69193,127806
fma-small-cc-069221,3,1,1,1,test,False,69221,69223
fma-small-cc-069303,1,1,1,1,test,False,69303,69303
fma-small-cc-069554,5,1,1,1,training,False,69554,69564
fma-small-cc-069567,1,1,1,1,training,False,69567,69567
fma-small-cc-069682,1,1,1,1,training,False,69682,69682
fma-small-cc-069723,3,1,1,1,training,False,69723,69727
fma-small-cc-069732,1,1,1,1,training,False,69732,69732
fma-small-cc-069744,4,1,1,1,training,False,69744,69747
fma-small-cc-069781,1,1,1,1,training,False,69781,69781
fma-small-cc-069784,9,1,1,1,training,False,69784,69798
fma-small-cc-069822,7,1,1,1,training,False,69822,69828
fma-small-cc-069904,1,1,1,1,training,False,69904,69904
fma-small-cc-069947,2,1,1,1,validation,False,69947,69949
fma-small-cc-069985,2,1,2,1,validation,False,69985,122832
fma-small-cc-070002,2,1,1,1,training,False,70002,70005
fma-small-cc-070206,3,1,1,1,training,False,70206,70208
fma-small-cc-070402,3,3,1,2,training;validation,True,70402,70409
fma-small-cc-070768,11,1,3,1,validation,False,70768,80611
fma-small-cc-070813,1,1,1,1,training,False,70813,70813
fma-small-cc-070873,4,1,1,1,training,False,70873,70879
fma-small-cc-071133,1,1,1,1,training,False,71133,71133
fma-small-cc-071172,7,3,2,1,training,False,71172,72477
fma-small-cc-071216,9,1,3,1,training,False,71216,144173
fma-small-cc-071240,16,1,1,1,training,False,71240,71255
fma-small-cc-071276,1,1,1,1,training,False,71276,71276
fma-small-cc-071303,2,1,1,1,validation,False,71303,71304
fma-small-cc-071371,2,1,1,1,test,False,71371,71372
fma-small-cc-071420,1,1,1,1,test,False,71420,71420
fma-small-cc-071503,19,12,3,3,test;training;validation,True,71503,84486
fma-small-cc-071617,3,1,1,1,training,False,71617,71622
fma-small-cc-071709,1,1,1,1,training,False,71709,71709
fma-small-cc-071711,1,1,1,1,test,False,71711,71711
fma-small-cc-071714,1,1,1,1,training,False,71714,71714
fma-small-cc-071715,1,1,1,1,training,False,71715,71715
fma-small-cc-071719,1,1,1,1,training,False,71719,71719
fma-small-cc-071721,1,1,1,1,training,False,71721,71721
fma-small-cc-071722,1,1,1,1,validation,False,71722,71722
fma-small-cc-071822,1,1,1,1,training,False,71822,71822
fma-small-cc-071884,2,1,1,1,training,False,71884,71885
fma-small-cc-071937,2,1,1,1,training,False,71937,71938
fma-small-cc-072064,1,1,1,1,training,False,72064,72064
fma-small-cc-072067,21,2,5,2,training;validation,True,72067,114067
fma-small-cc-072200,1,1,1,1,training,False,72200,72200
fma-small-cc-072206,3,1,1,1,training,False,72206,72215
fma-small-cc-072232,2,1,1,1,training,False,72232,72233
fma-small-cc-072234,1,1,1,1,training,False,72234,72234
fma-small-cc-072287,4,1,1,1,training,False,72287,72290
fma-small-cc-072456,1,1,1,1,training,False,72456,72456
fma-small-cc-072513,2,1,1,1,validation,False,72513,72514
fma-small-cc-072562,6,1,2,1,training,False,72562,72612
fma-small-cc-072604,1,1,1,1,training,False,72604,72604
fma-small-cc-072738,1,1,1,1,training,False,72738,72738
fma-small-cc-072926,4,1,1,1,training,False,72926,72930
fma-small-cc-073099,2,1,1,1,training,False,73099,73100
fma-small-cc-073123,3,2,1,1,training,False,73123,73125
fma-small-cc-073192,2,1,1,1,training,False,73192,73193
fma-small-cc-073306,2,1,1,1,training,False,73306,73309
fma-small-cc-073318,1,1,1,1,training,False,73318,73318
fma-small-cc-073335,6,1,1,1,training,False,73335,73344
fma-small-cc-073363,9,1,1,1,training,False,73363,73372
fma-small-cc-073486,1,1,1,1,training,False,73486,73486
fma-small-cc-073494,1,1,1,1,test,False,73494,73494
fma-small-cc-073519,4,1,1,1,test,False,73519,73522
fma-small-cc-073658,3,1,1,1,training,False,73658,73797
fma-small-cc-073792,1,1,1,1,training,False,73792,73792
fma-small-cc-073819,5,1,2,1,training,False,73819,75975
fma-small-cc-073921,1,1,1,1,training,False,73921,73921
fma-small-cc-074002,3,1,1,1,test,False,74002,91471
fma-small-cc-074302,16,1,3,1,training,False,74302,92889
fma-small-cc-074347,1,1,1,1,training,False,74347,74347
fma-small-cc-074348,9,6,2,2,test;training,True,74348,86799
fma-small-cc-074362,2,2,1,1,training,False,74362,74365
fma-small-cc-074421,2,1,1,1,training,False,74421,74445
fma-small-cc-074669,2,1,1,1,training,False,74669,74671
fma-small-cc-074706,8,1,2,1,training,False,74706,131292
fma-small-cc-074908,1,1,1,1,training,False,74908,74908
fma-small-cc-074942,1,1,1,1,training,False,74942,74942
fma-small-cc-074959,4,1,2,1,training,False,74959,139491
fma-small-cc-075194,1,1,1,1,training,False,75194,75194
fma-small-cc-075211,1,1,1,1,validation,False,75211,75211
fma-small-cc-075221,1,1,1,1,training,False,75221,75221
fma-small-cc-075230,1,1,1,1,training,False,75230,75230
fma-small-cc-075304,3,1,2,1,training,False,75304,81037
fma-small-cc-075310,3,1,1,1,training,False,75310,75317
fma-small-cc-075429,15,1,1,1,training,False,75429,75443
fma-small-cc-075607,2,1,1,1,training,False,75607,75612
fma-small-cc-075692,1,1,1,1,training,False,75692,75692
fma-small-cc-075782,7,1,1,1,training,False,75782,75788
fma-small-cc-075844,4,1,1,1,training,False,75844,75869
fma-small-cc-075883,1,1,1,1,training,False,75883,75883
fma-small-cc-075903,2,1,1,1,training,False,75903,75908
fma-small-cc-075925,12,1,1,1,training,False,75925,75937
fma-small-cc-076036,1,1,1,1,training,False,76036,76036
fma-small-cc-076069,10,1,1,1,training,False,76069,76079
fma-small-cc-076121,1,1,1,1,training,False,76121,76121
fma-small-cc-076437,2,1,1,1,training,False,76437,76440
fma-small-cc-077564,3,3,1,1,training,False,77564,77572
fma-small-cc-078038,1,1,1,1,training,False,78038,78038
fma-small-cc-078516,3,1,2,1,training,False,78516,78998
fma-small-cc-078833,12,1,2,1,training,False,78833,78852
fma-small-cc-079087,1,1,1,1,training,False,79087,79087
fma-small-cc-079575,1,1,1,1,training,False,79575,79575
fma-small-cc-079593,1,1,1,1,training,False,79593,79593
fma-small-cc-079605,2,1,1,1,training,False,79605,79606
fma-small-cc-079610,2,1,1,1,training,False,79610,79616
fma-small-cc-079741,1,1,1,1,training,False,79741,79741
fma-small-cc-079973,4,2,1,1,training,False,79973,79978
fma-small-cc-079985,5,1,1,1,training,False,79985,79995
fma-small-cc-080000,6,1,1,1,validation,False,80000,80005
fma-small-cc-080035,1,1,1,1,training,False,80035,80035
fma-small-cc-080772,5,1,1,1,training,False,80772,80776
fma-small-cc-080793,1,1,1,1,training,False,80793,80793
fma-small-cc-081071,1,1,1,1,test,False,81071,81071
fma-small-cc-081082,4,1,1,1,training,False,81082,81085
fma-small-cc-081189,2,1,2,1,training,False,81189,134631
fma-small-cc-081193,3,1,1,1,training,False,81193,81195
fma-small-cc-081868,1,1,1,1,training,False,81868,81868
fma-small-cc-081895,1,1,1,1,validation,False,81895,81895
fma-small-cc-081938,3,1,1,1,training,False,81938,81946
fma-small-cc-082231,10,2,4,1,training,False,82231,145042
fma-small-cc-082628,4,1,1,1,training,False,82628,82631
fma-small-cc-082881,12,1,3,1,training,False,82881,126608
fma-small-cc-082892,2,1,1,1,training,False,82892,82893
fma-small-cc-083437,4,1,1,1,validation,False,83437,83440
fma-small-cc-083507,4,1,1,1,validation,False,83507,83512
fma-small-cc-083558,1,1,1,1,validation,False,83558,83558
fma-small-cc-083789,3,1,1,1,training,False,83789,83791
fma-small-cc-083898,6,5,1,3,test;training;validation,True,83898,83913
fma-small-cc-083954,2,2,1,1,training,False,83954,83960
fma-small-cc-083969,1,1,1,1,training,False,83969,83969
fma-small-cc-084009,1,1,1,1,training,False,84009,84009
fma-small-cc-084054,5,5,1,3,test;training;validation,True,84054,84058
fma-small-cc-084091,4,2,1,2,test;training,True,84091,84097
