track_id,relative_path,file_bytes,extension,file_sha256,file_sha1,expected_sha1,checksum_match,signature_status,id3v2_signature,mpeg_frame_signature_found,first_mpeg_frame_offset,metadata_present,strict_allowlist,license_category,license_allow_by_classifier,allowlist_membership_matches_classifier,split,subset,artist_id,album_id,component_id,component_cross_split,genre_top,license_title,license_url,track_title,track_file,metadata_bit_rate,raw_track_bit_rate,metadata_track_duration_seconds,raw_track_duration_seconds,decode_status,ffmpeg_return_code,ffmpeg_wall_timeout,decode_hit_120_second_cap,codec,sample_rate_hz,channels,channel_layout,container_bitrate_kbps,stream_bitrate_kbps,ffmpeg_reported_duration_seconds,decoded_duration_seconds,duration_delta_from_30_seconds,abs_duration_delta_from_30_seconds,decoded_pcm_sha256,decoded_sample_count,peak_abs_normalized,rms_normalized,silent_sample_count,silent_sample_fraction_lt_1e_4,clipped_sample_count,clipped_sample_fraction_ge_0_999,ffmpeg_error_excerpt,issues
18159,018/018159.mp3,960064,.mp3,7ebb58748bab814fa1e7fde9b22509583ce7bf2396a6a5f14ccabec6db6db230,e2a1babdbda20d299deee4a18314a7b7e77b2e6b,e2a1babdbda20d299deee4a18314a7b7e77b2e6b,True,MP3_FRAMES_VALIDATED,True,True,649,True,True,ALLOW_BY_NC_SA,True,True,training,small,4998,4163,fma-small-cc-018159,False,Folk,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,Just Your Game,music/no_curator/The_Friendly_Dimension/ST/The_Friendly_Dimension_-_01_-_Just_Your_Game.mp3,256000,256000,155.0,155.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,ed93cf681b353faffc68e8547ce9607e111e51ad0a717d9d477196fb6e001d9c,2643934,0.99774169921875,0.1787477147085437,1983,0.0007500187221012325,0,0.0,,
18197,018/018197.mp3,961123,.mp3,1f37136a29c7ce1061aacc956e7524634beae7bdc68f03a6d5472ad6130db485,04c8be2449d0ad4980ee871e529840850ea45abc,04c8be2449d0ad4980ee871e529840850ea45abc,True,MP3_FRAMES_VALIDATED,True,True,654,True,True,ALLOW_BY_NC_SA,True,True,training,small,4925,4118,fma-small-cc-018197,False,Rock,Attribution-Noncommercial-Share Alike 3.0 New Zealand,http://creativecommons.org/licenses/by-nc-sa/3.0/nz/,Happening for Lulu,music/WFMU/Kraus/Golden_Treasury/Kraus_-_05_-_Happening_for_Lulu.mp3,256000,256000,155.0,155.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,3a81c8955114f4f93b70fbe0c67c8ed869835a80697cbf77a7f01a46b8f9b455,2643934,0.768768310546875,0.1759773734550343,2892,0.0010938245810977127,0,0.0,,
18350,018/018350.mp3,961181,.mp3,59183d34bdb9ca523c0da5a4805f58c4849ad68a5bb95b86eadab27f6dc2d590,6dd6106cb5fb39ccf876265d8f6626ca402fe3bc,6dd6106cb5fb39ccf876265d8f6626ca402fe3bc,True,MP3_FRAMES_VALIDATED,True,True,712,True,False,EXCLUDE_ND,False,True,test,small,1010,4193,fma-small-cc-018350,False,Folk,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Overboard,music/WFMU/Josh_Mease/Live_at_WFMU_on_Irene_Trudels_show_8242009/Josh_Mease_-_05_-_Overboard.mp3,256000,256000,202.0,202.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,b3090f869bf022f0859bf06dc807e41abef1d21e6ac19c84640c0e331be45116,2643934,0.943267822265625,0.17997836761949848,3421,0.001293905218511506,0,0.0,,
18607,018/018607.mp3,961994,.mp3,723a777e1506d6f506012935e83c36cb06fef38b81597be9f502afea5b01c430,7a7c0c053dca54ba4db0661f4d1e99c4811e87e9,7a7c0c053dca54ba4db0661f4d1e99c4811e87e9,True,MP3_FRAMES_VALIDATED,True,True,688,True,True,ALLOW_BY_NC_SA,True,True,training,small,4925,4121,fma-small-cc-018197,False,Rock,Attribution-Noncommercial-Share Alike 3.0 New Zealand,http://creativecommons.org/licenses/by-nc-sa/3.0/nz/,Dear Giulietta,music/WFMU/Kraus/I_Could_Destroy_You_with_a_Single_Thought/Kraus_-_02_-_Dear_Giulietta.mp3,256000,256000,208.0,208.0,OK,0,False,False,mp3,44100,2,stereo,256,256,30.01,30.00269841269841,0.00269841269841109,0.00269841269841109,b4517d042451497c92be5170788d070558c24545f8b4624dfbad557a5e1ecf3a,2646238,0.920379638671875,0.25460642181954424,974,0.00036806968987672313,0,0.0,,
18611,018/018611.mp3,961169,.mp3,e6a6918ed49abb29309b9ae22354048a7387d90599b458c9d666bc30a18807c2,715f9c6584c2cbb213f94dda7c2d74c723c4c06b,715f9c6584c2cbb213f94dda7c2d74c723c4c06b,True,MP3_FRAMES_VALIDATED,True,True,700,True,True,ALLOW_BY_NC_SA,True,True,training,small,4925,4121,fma-small-cc-018197,False,Rock,Attribution-Noncommercial-Share Alike 3.0 New Zealand,http://creativecommons.org/licenses/by-nc-sa/3.0/nz/,"I Love You, I'm Sorry",music/WFMU/Kraus/I_Could_Destroy_You_with_a_Single_Thought/Kraus_-_07_-_I_Love_You_Im_Sorry.mp3,256000,256000,140.0,140.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,c74f049d1826ff3fadebcd654742f113697e4b0bf5e1c7c9df1cec68cb5b147e,2643934,0.537689208984375,0.2420062953852744,2242,0.0008479788073378534,0,0.0,,
18876,018/018876.mp3,481096,.mp3,9b5980a6e85bc306227eb72a4c32b56aeb3447cdbf72dd151a9f336712efc52d,e5986f48d686b797d21453b7f41d67f71a010f8c,e5986f48d686b797d21453b7f41d67f71a010f8c,True,MP3_FRAMES_VALIDATED,True,True,444,True,False,EXCLUDE_ND,False,True,training,small,5103,4313,fma-small-cc-018876,False,Experimental,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Crowley,music/WFMU/Urthquake/Live_at_WFMU_on_Dan_Bodahs_Show_92709/Urthquake_-_02_-_Crowley.mp3,128000,128000,406.0,406.0,OK,0,False,False,mp3,44100,2,stereo,128,128,30.01,30.00269841269841,0.00269841269841109,0.00269841269841109,f395bed2bca4380791c70e1c2666d6b2df7e62d869d9a476d632942cc12f83ad,2646238,0.972503662109375,0.23618505632714507,3719,0.0014053913517982888,0,0.0,,
18877,018/018877.mp3,481119,.mp3,8fee7b2a985508b0105b7428890d427c8ac22e1504f113fafdd246536f0b03ba,1d957bf79d93edd0f1545155f0b9f9c5204ee07a,1d957bf79d93edd0f1545155f0b9f9c5204ee07a,True,MP3_FRAMES_VALIDATED,True,True,466,True,False,EXCLUDE_ND,False,True,training,small,5103,4313,fma-small-cc-018876,False,Experimental,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Schlitz commercial,music/WFMU/Urthquake/Live_at_WFMU_on_Dan_Bodahs_Show_92709/Urthquake_-_03_-_Schlitz_commercial.mp3,128000,128000,513.0,513.0,OK,0,False,False,mp3,44100,2,stereo,128,128,30.01,30.00269841269841,0.00269841269841109,0.00269841269841109,8cbe0e14c1b86158e9eec18a7eb09ab5d69c5edcb78844a75a42a8af7b9f0a94,2646238,0.962188720703125,0.229009795024183,3727,0.001408414511468734,0,0.0,,
18887,018/018887.mp3,1202231,.mp3,e8059ae66bb507aac56156693ba4c0f9b7e0c085ffa5708d62072d661f65962b,9e2f6988b1822ee2541e9e473d756108a2f81708,9e2f6988b1822ee2541e9e473d756108a2f81708,True,MP3_FRAMES_VALIDATED,True,True,599,True,True,ALLOW_BY_NC_SA,True,True,training,small,5111,4315,fma-small-cc-018887,False,Rock,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Best Friend,music/Yes_No_Wave_Music/Seek_Six_Sick/Volume_4/Seek_Six_Sick_-_01_-_Best_Friend.mp3,320000,320000,306.0,306.0,OK,0,False,False,mp3,44100,2,stereo,320,320,30.01,30.00269841269841,0.00269841269841109,0.00269841269841109,b6d2c26c9a963396057806518e8a6949d09b2e87ea68a4c0eed5c5d6a78a9f7b,2646238,0.996734619140625,0.14840103139609373,1679,0.0006344856358347209,0,0.0,,
19073,019/019073.mp3,962016,.mp3,f626a9573a4e5347cc014bd9223bd6e986330c8f47296f58dcd8471c797a6faf,7901dfc98dbfc623a916e0acef7abf0c287be2ec,7901dfc98dbfc623a916e0acef7abf0c287be2ec,True,MP3_FRAMES_VALIDATED,True,True,711,True,False,EXCLUDE_ND,False,True,training,small,5131,4333,fma-small-cc-019073,False,Pop,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,One Stringed Harp,music/WFMU/Bell_X1/Live_on_WFMUs_Sound_and_Safe_with_Trent_92109/Bell_X1_-_02_-_One_Stringed_Harp.mp3,256000,256000,292.0,292.0,OK,0,False,False,mp3,44100,2,stereo,256,256,30.01,30.00269841269841,0.00269841269841109,0.00269841269841109,ead1183e7e3ff32745b2647a152adebf5694d30e1b236b156d2e65d4f63996f9,2646238,0.4312744140625,0.05457197899543412,7635,0.0028852280104812947,0,0.0,,
19074,019/019074.mp3,961183,.mp3,9753fb070b4676ccd6a637db7bef7b8844c027fbe37af9487d766705fe48a40d,d3cb4480951855bc1cbc39c8dfe1f33fa70e416e,d3cb4480951855bc1cbc39c8dfe1f33fa70e416e,True,MP3_FRAMES_VALIDATED,True,True,713,True,False,EXCLUDE_ND,False,True,training,small,5131,4333,fma-small-cc-019073,False,Pop,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,The Great Defector,music/WFMU/Bell_X1/Live_on_WFMUs_Sound_and_Safe_with_Trent_92109/Bell_X1_-_01_-_The_Great_Defector.mp3,256000,256000,272.0,272.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,cda92c835498283302794d2314a8ea8d899e7bcc011305ddbd934f2c38ebdb9d,2643934,0.834503173828125,0.11316110328186718,4048,0.0015310518341229396,0,0.0,,
19179,019/019179.mp3,721031,.mp3,ca5c62f0f801ea09f244361bd3463354e19f0b3b7781851823b0e421e18d0cd2,f4f9eaa045060cf4183fb48f4c18fc8e7e5d8826,f4f9eaa045060cf4183fb48f4c18fc8e7e5d8826,True,MP3_FRAMES_VALIDATED,True,True,679,True,False,EXCLUDE_ND,False,True,training,small,1263,4342,fma-small-cc-019179,False,Rock,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Mockingbird Hill,music/WFMU/Special_Moments/Eric_The_Falklands_Follies/Special_Moments_-_16_-_Mockingbird_Hill.mp3,192000,192000,102.0,102.0,OK,0,False,False,mp3,44100,2,stereo,192,192,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,ebd10ac2bf9d32fa61f21caa044bc6de55ee927ce243b0560f08be6c8467dc87,2643934,0.966888427734375,0.1450905993532228,3512,0.0013283236268378862,0,0.0,,
19184,019/019184.mp3,721051,.mp3,e1a68dd36adb04fadb44e275b1bb260e0447eb3f25463e09a1c553b44e2d584b,d2e5dc8bfc5513d97a84c774f6deaea0eef632e9,d2e5dc8bfc5513d97a84c774f6deaea0eef632e9,True,MP3_FRAMES_VALIDATED,True,True,699,True,False,EXCLUDE_ND,False,True,training,small,1263,4342,fma-small-cc-019179,False,Rock,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,They Dropped a Bomb (On Me),music/WFMU/Special_Moments/Eric_The_Falklands_Follies/Special_Moments_-_18_-_They_Dropped_a_Bomb_On_Me.mp3,192000,192000,90.0,90.0,OK,0,False,False,mp3,44100,2,stereo,192,192,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,fe29d78de1565b01c9d536cafd8181fb04cfd0c7334214c63ebbc4bbd6bacb71,2643934,1.0,0.18761445018255737,3604,0.0013631202594315895,16,6.051588277165769e-06,,
19187,019/019187.mp3,721026,.mp3,b9de65f36ba509a47d973e256fd9e5a93513d3e64329dd87a35c6a2deb58f5bc,52240b02edba9cde4b25bdeb09725981bfc21244,52240b02edba9cde4b25bdeb09725981bfc21244,True,MP3_FRAMES_VALIDATED,True,True,675,True,False,EXCLUDE_ND,False,True,training,small,1263,4342,fma-small-cc-019179,False,Rock,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,War Is a Bitch,music/WFMU/Special_Moments/Eric_The_Falklands_Follies/Special_Moments_-_14_-_War_Is_a_Bitch.mp3,192000,192000,146.0,146.0,OK,0,False,False,mp3,44100,2,stereo,192,192,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,ecc38fc6bd1958f075788fc616ef2426263aefb444afb3526b0d2f33439330d3,2643934,0.973602294921875,0.16757545452658856,3099,0.0011721170044335448,0,0.0,,
19192,019/019192.mp3,601521,.mp3,0e6b40824c06f6e0273099f5211ebb771cc2b1a5aeaf730a5973b2dd427bff85,35fddcf03d4888152e268582160267e1fd7033a0,35fddcf03d4888152e268582160267e1fd7033a0,True,MP3_FRAMES_VALIDATED,True,True,705,True,True,ALLOW_BY_NC_SA,True,True,training,small,548,4344,fma-small-cc-019192,False,Experimental,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,Until the Sea Shall Free Them,music/ISSUE_Project_Room/Tom_Carter/unreleased_Summer_2009/Tom_Carter_-_Until_the_Sea_Shall_Free_Them.mp3,160000,160000,385.0,385.0,OK,0,False,False,mp3,44100,2,stereo,160,160,30.01,30.00269841269841,0.00269841269841109,0.00269841269841109,bda99a9c7d069f32d62108b4beac06764ebc0ae8d4f84bb14ca2451be6a67084,2646238,1.0,0.3809677963458756,1954,0.0007384067495062802,1090,0.0004119055050981809,,
19412,019/019412.mp3,1201283,.mp3,bbe3bdfa96c69ed34d00546a3e11a5deac1231f7b9e7078440e3c99f5356a75c,4a56f596fc398f3fa39171ebbd198714b9c889ca,4a56f596fc398f3fa39171ebbd198714b9c889ca,True,MP3_FRAMES_VALIDATED,True,True,697,True,True,ALLOW_BY_NC_SA,True,True,training,small,5202,4411,fma-small-cc-019412,False,Pop,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Kyoto Melody,music/Clinical_Archives/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires_-_01_-_Kyoto_Melody.mp3,320000,320000,162.0,162.0,OK,0,False,False,mp3,44100,2,stereo,320,320,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,ff9c28a428f7290e3f61a752bf7a3306051018cf7b1be68810c67e3ce4390533,2643934,0.956085205078125,0.15060978855901644,9825,0.003716053426447105,0,0.0,,
19413,019/019413.mp3,1201288,.mp3,0360c22db3978afb7b4571b5a5722e9850876aff5c3cfc577590522953e0d459,7b96b42359b373c5ac7a601013b78a365bd912d1,7b96b42359b373c5ac7a601013b78a365bd912d1,True,MP3_FRAMES_VALIDATED,True,True,701,True,True,ALLOW_BY_NC_SA,True,True,training,small,5202,4411,fma-small-cc-019412,False,Pop,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Cinnamon Walls,music/Clinical_Archives/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires_-_02_-_Cinnamon_Walls.mp3,320000,320000,189.0,189.0,OK,0,False,False,mp3,44100,2,stereo,320,320,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,d095f69c0a829407093f7323e502a4df1856dfe1e847b2c371142decb05c48d8,2643934,1.0,0.14479939066017838,2102,0.0007950274099126529,2,7.564485346457211e-07,,
19415,019/019415.mp3,1201280,.mp3,20d605d8b16b681a30e73021e13b624fed6175e35d39888505e90019f74a44d3,6de73fa51d668ade7b85bbb9c6d4254bd47ff204,6de73fa51d668ade7b85bbb9c6d4254bd47ff204,True,MP3_FRAMES_VALIDATED,True,True,693,True,True,ALLOW_BY_NC_SA,True,True,training,small,5202,4411,fma-small-cc-019412,False,Pop,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Warm Hands,music/Clinical_Archives/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires_-_04_-_Warm_Hands.mp3,320000,320000,140.0,140.0,OK,0,False,False,mp3,44100,2,stereo,320,320,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,769afe200bf1ea76e06c85eb9532aa133645e201f31136abfce6622d89990f1e,2643934,0.8992919921875,0.1899413148200785,1245,0.00047088921281696137,0,0.0,,
19416,019/019416.mp3,1201278,.mp3,cfcf9d455bc19dc8f2954a6c332c0cb4e141aed600bbe97a91b1d7be8f2220df,870fc2fd19363a3aadc12f6f13e346ca7dcc046f,870fc2fd19363a3aadc12f6f13e346ca7dcc046f,True,MP3_FRAMES_VALIDATED,True,True,691,True,True,ALLOW_BY_NC_SA,True,True,training,small,5202,4411,fma-small-cc-019412,False,Pop,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Cut Grass,music/Clinical_Archives/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires_-_05_-_Cut_Grass.mp3,320000,320000,203.0,203.0,OK,0,False,False,mp3,44100,2,stereo,320,320,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,aa8f23d1b6c58f5f550960384616a12f0517f13505d8e54f419f43986a81f01c,2643934,0.838226318359375,0.16454173619742052,1500,0.0005673364009842908,0,0.0,,
19417,019/019417.mp3,1201284,.mp3,1bdd69f4d688c7b7ebfbdd9b853828aad18b613751638a259f58b7ae0e12656f,789a8280f4971c0030145b437ed5299fc5219d2b,789a8280f4971c0030145b437ed5299fc5219d2b,True,MP3_FRAMES_VALIDATED,True,True,697,True,True,ALLOW_BY_NC_SA,True,True,training,small,5202,4411,fma-small-cc-019412,False,Pop,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,City Turtles,music/Clinical_Archives/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires_-_06_-_City_Turtles.mp3,320000,320000,153.0,153.0,OK,0,False,False,mp3,44100,2,stereo,320,320,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,b1aac580ea66a4fa2f1140d768f1a6d97edf3fe9e9f67134472a57c364609971,2643934,0.941253662109375,0.15545668014239325,1648,0.0006233135925480742,0,0.0,,
19418,019/019418.mp3,1201316,.mp3,61887056a5901657dfc565380f880e9f248fcbbbd6d0963bbb6193e868f0bbf0,9a26c4e2012b14fb58f5c49a9a25bfec27104c6b,9a26c4e2012b14fb58f5c49a9a25bfec27104c6b,True,MP3_FRAMES_VALIDATED,True,True,729,True,True,ALLOW_BY_NC_SA,True,True,training,small,5202,4411,fma-small-cc-019412,False,Pop,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,PAIO PIRES-CACILHAS (Directo),music/Clinical_Archives/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires_-_07_-_PAIO_PIRES-CACILHAS_Directo.mp3,320000,320000,96.0,96.0,OK,0,False,False,mp3,44100,2,stereo,320,320,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,9d3d600b1a6b070a17dfb7e6dd6d6e65c34e2f21bd5aa291172046e24da48dbb,2643934,1.0,0.1471205039680848,2204,0.0008336062851795847,1,3.7822426732286056e-07,,
19420,019/019420.mp3,1201347,.mp3,b5a1f433aade37bf134da37d43d00cbd8f4e12eaac15e239b37eedc580f37858,77258d253b0476d1d8c7721e2bedba9933be979c,77258d253b0476d1d8c7721e2bedba9933be979c,True,MP3_FRAMES_VALIDATED,True,True,760,True,True,ALLOW_BY_NC_SA,True,True,training,small,5202,4411,fma-small-cc-019412,False,Pop,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,"Take Me Out Tonight, I Want To See The Stars",music/Clinical_Archives/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires_-_09_-_Take_Me_Out_Tonight_I_Want_To_See_The_Stars.mp3,320000,320000,166.0,166.0,OK,0,False,False,mp3,44100,2,stereo,320,320,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,e080a2a1917afba1e46ae2c4b7d7685dede494e8a697d6bdef2908bdda4b1fbd,2643934,0.999969482421875,0.10870931916354588,2978,0.0011263518680874787,1,3.7822426732286056e-07,,
19422,019/019422.mp3,1201291,.mp3,cfbea9a2942cc8092b9570e32cf438bae201b64cb51a24aae3530373e34c4266,b99042104cb71fce8653588ad2bb0fa7ca4a9ddd,b99042104cb71fce8653588ad2bb0fa7ca4a9ddd,True,MP3_FRAMES_VALIDATED,True,True,704,True,True,ALLOW_BY_NC_SA,True,True,training,small,5202,4411,fma-small-cc-019412,False,Pop,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Nothing Happens,music/Clinical_Archives/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires_-_11_-_Nothing_Happens.mp3,320000,320000,280.0,280.0,OK,0,False,False,mp3,44100,2,stereo,320,320,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,06b4aa9d17e3fd99d97386c48223095809dd1e577831983af44888c608893175,2643934,0.926025390625,0.14755320915940914,1453,0.0005495598604201164,0,0.0,,
19423,019/019423.mp3,1202322,.mp3,a497acbf4960d10c84667132dfb67ee8a958e80b5cad41866f4397e3c174337c,ff8470f4724f2569f42b400f36934a34b5dc307e,ff8470f4724f2569f42b400f36934a34b5dc307e,True,MP3_FRAMES_VALIDATED,True,True,690,True,True,ALLOW_BY_NC_SA,True,True,training,small,5202,4411,fma-small-cc-019412,False,Pop,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Flamingo,music/Clinical_Archives/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires/Orquestra_Popular_De_Paio_Pires_-_12_-_Flamingo.mp3,320000,320000,172.0,172.0,OK,0,False,False,mp3,44100,2,stereo,320,320,30.01,30.00269841269841,0.00269841269841109,0.00269841269841109,c1ff7299982dc3504cc02692e646f64c53036b1d903aa3643df8095e235022c8,2646238,0.9796142578125,0.26654792447061776,895,0.0003382159881310751,0,0.0,,
19425,019/019425.mp3,1202299,.mp3,a539aa9c75d8d9c126b8363114498d16cd9425905a4cdc821444c78428f265be,924efb02f38efb88d0956317753200e97fc44d81,924efb02f38efb88d0956317753200e97fc44d81,True,MP3_FRAMES_VALIDATED,True,True,667,True,False,EXCLUDE_ND,False,True,training,small,5203,4412,fma-small-cc-013325,True,Pop,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,http://creativecommons.org/licenses/by-nc-nd/3.0/,Seventeen,music/blocSonic/Auto-Pilot/netBloc_Vol_24_tiuqottigeloot/Auto-Pilot_-_03_-_Seventeen.mp3,320000,320000,214.0,214.0,OK,0,False,False,mp3,44100,2,stereo,320,320,30.01,30.00269841269841,0.00269841269841109,0.00269841269841109,204ce9aff33b7188f4d1e54bd5dcb4db0a37a353904c41b19f62cda4da379bd1,2646238,0.84930419921875,0.11447556427277136,2454,0.0009273542289091155,0,0.0,,
19438,019/019438.mp3,1202287,.mp3,e5add232cd1aa125e72a92ada7dfb1ebe8a9b95ee957409a573e6de3a7e8b9ba,9fb51df285d93a08ee53eecb2779005a204fbe0f,9fb51df285d93a08ee53eecb2779005a204fbe0f,True,MP3_FRAMES_VALIDATED,True,True,655,True,False,EXCLUDE_ND,False,True,training,small,2752,4412,fma-small-cc-013325,True,Hip-Hop,Attribution-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nd/3.0/us/,Stumble,music/blocSonic/Just_Plain_Ant/netBloc_Vol_24_tiuqottigeloot/Just_Plain_Ant_-_05_-_Stumble.mp3,320000,320000,86.0,86.0,OK,0,False,False,mp3,44100,2,stereo,320,320,30.01,30.00269841269841,0.00269841269841109,0.00269841269841109,169e43e0ff69db4e2fff968d2478652ee52372e325fa4569201639a309c8031b,2646238,0.714263916015625,0.0717814226528078,6402,0.002419283526273903,0,0.0,,
19439,019/019439.mp3,1201227,.mp3,65240b8a914a7c0c4f2457521b279870df51225dc66bd6e4004a3169c15ef9f7,7d4c32a73bd5437e6fbcbab5b1264497ea0b05c2,7d4c32a73bd5437e6fbcbab5b1264497ea0b05c2,True,MP3_FRAMES_VALIDATED,True,True,641,True,False,EXCLUDE_ND,False,True,test,small,5207,4412,fma-small-cc-013325,True,Hip-Hop,Attribution-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nd/3.0/us/,God Damn,music/blocSonic/Sleaze/netBloc_Vol_24_tiuqottigeloot/Sleaze_-_06_-_God_Damn.mp3,320000,320000,227.0,227.0,OK,0,False,False,mp3,44100,2,stereo,320,320,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,fcd7d18e0386c0e7279bfefcf77a5a5691af4665113c37c0288b8c2ba2f99d2c,2643934,0.694549560546875,0.09924414398707171,3112,0.0011770339199087421,0,0.0,,
19441,019/019441.mp3,1202339,.mp3,6891d7689f3ddbaf4b32041f15053c5fe84ae5529caec900e77d851b79ab852a,af49d450d3b56eaff8feb51f782f6db809c69b2a,af49d450d3b56eaff8feb51f782f6db809c69b2a,True,MP3_FRAMES_VALIDATED,True,True,707,True,True,ALLOW_BY_NC_SA,True,True,training,small,4450,4412,fma-small-cc-013325,True,Pop,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Resolutions (Chris Summer Remix),music/blocSonic/Entertainment_for_the_Braindead/netBloc_Vol_24_tiuqottigeloot/Entertainment_for_the_Braindead_-_08_-_Resolutions_Chris_Summer_Remix.mp3,320000,320000,314.0,314.0,OK,0,False,False,mp3,44100,2,stereo,320,320,30.01,30.00269841269841,0.00269841269841109,0.00269841269841109,43f6fe7b774b3632e97b868c5e27a5b2c072374e7e56def2e2266c0c1eb474ac,2646238,0.54229736328125,0.10820818626574744,2332,0.0008812510439348237,0,0.0,,
