path,size_bytes,lfs_sha256,row_count,first_id,last_id,model_count,models_json,error
data/train-00151-of-00210.parquet,57889066,8fc47d5b3b52bfb6b3cd7ce5b5458c264c48116cdc622068ecdf41e775d30812,31,03916,03946,1,"{""Stable Audio v1"": 31}",
data/train-00152-of-00210.parquet,57382899,d992ebb76751698e34acbe7fec8269d2385441cb1701e2ac4ce7b60ec63c9f42,31,03947,03977,1,"{""Stable Audio v1"": 31}",
data/train-00153-of-00210.parquet,486148810,32a508e9231e28bc1e3a01d642a2d0c61fed6b9ba3e80277667a2570047808fa,31,03978,06113,2,"{""MTG-Jamendo"": 8, ""Stable Audio v1"": 23}",
data/train-00154-of-00210.parquet,871063944,9e24d5a6b976bc1a157884da4097e024fcfea272064247acc0f58c2b1f3b15fe,31,06114,04001,3,"{""MTG-Jamendo"": 7, ""Stable Audio v2"": 1, ""Suno v3"": 23}",
data/train-00155-of-00210.parquet,57515017,485bc666034c19c7e8bf30435b9a6baebea2c82859e15e04bfdc7deabc9c8fdd,31,04002,04032,1,"{""Stable Audio v2"": 31}",
data/train-00156-of-00210.parquet,57864209,58a602a718001ac2b9455789b85e9942a3a3507e06d80c25a19a42c9f60b1777,31,04033,04063,1,"{""Stable Audio v2"": 31}",
data/train-00157-of-00210.parquet,56773966,1a1ca68339b34fba45f8795e72ab667592cf6d9d012db522cdfc24a0067e3097,31,04064,04094,1,"{""Stable Audio v2"": 31}",
data/train-00158-of-00210.parquet,57694684,5788d936bd5290daccd9db4b3617795f01db4b0f8e66a3e00d4fa425d06fe0df,31,04095,04125,1,"{""Stable Audio v2"": 31}",
data/train-00159-of-00210.parquet,57581368,f049f3e991970a2c418fa3500901804b10a36cc7bb3a6890befb7245b9e277d7,31,04126,04156,1,"{""Stable Audio v2"": 31}",
data/train-00160-of-00210.parquet,57178068,d6b37c796a8035e652c035c5e9de8fcba96387526b38f108ef90e552e413e090,31,04157,04187,1,"{""Stable Audio v2"": 31}",
data/train-00161-of-00210.parquet,57804757,07d5e9ab5475da2080fca96384683e5a1db52004e71edcd459f1b19e1843642c,31,04188,04218,1,"{""Stable Audio v2"": 31}",
data/train-00162-of-00210.parquet,57512410,01276a4c0cff88a2a7847c5957bbeeac5d723e624ac302c6431cf13cb0d2159e,31,04219,04249,1,"{""Stable Audio v2"": 31}",
data/train-00163-of-00210.parquet,56697704,a70bb0dccb2067d8cfea38b1ee9c4f1aec79f095a48c71791117f6a07a19b6dd,31,04250,04280,1,"{""Stable Audio v2"": 31}",
data/train-00164-of-00210.parquet,57553939,76625d647a13c0ae44506f84f4a95436326bf9967e2d9e95b5eab258c7fcc471,31,04281,04311,1,"{""Stable Audio v2"": 31}",
data/train-00165-of-00210.parquet,57468416,609c7447169d4841029f97b69fd9161141d2aa4aaf5323f0f9d764a578d4b23b,31,04312,04342,1,"{""Stable Audio v2"": 31}",
data/train-00166-of-00210.parquet,57392351,8ff9a6ce52fe89ebd89734f31dce75e745552cf0a72e24ec4f48264884816243,31,04343,04373,1,"{""Stable Audio v2"": 31}",
data/train-00167-of-00210.parquet,57194953,78b31fcc808fab0215d9cc21461fa9cd1d7fce5d92e6481e16ce51da5ea3783f,31,04374,04404,1,"{""Stable Audio v2"": 31}",
data/train-00168-of-00210.parquet,57708146,ec85da163aa274f16e4d9e0778c921d3520bc260a997a6630f309e71f00ff2cb,31,04405,04435,1,"{""Stable Audio v2"": 31}",
data/train-00169-of-00210.parquet,57342316,650f64b87690348f188ee37071ee70bc671fa0232c305a40142446527c9cbac8,31,04436,04466,1,"{""Stable Audio v2"": 31}",
data/train-00170-of-00210.parquet,57743225,2b7bc67944a4c174ad46ef310647780e82876ca571dba25049393ae3c56a8195,31,04467,04497,1,"{""Stable Audio v2"": 31}",
data/train-00171-of-00210.parquet,901121559,87e6221378beea2fda488b2b3d31f6b94c69a952d457958cf823e79e431c0dd9,31,04498,05197,3,"{""MTG-Jamendo"": 15, ""Stable Audio v2"": 3, ""Suno v3"": 13}",
data/train-00172-of-00210.parquet,1146402933,416db9163c6276625965bf76430387f01baba50419d48b5c99a09a6f7f842e33,31,05198,05213,2,"{""MTG-Jamendo"": 15, ""Suno v3"": 16}",
data/train-00173-of-00210.parquet,1028615610,8428362795685b6f57bc2e35b8c9e4019beb2f300202afc5e59b58412c457f53,31,05214,06164,2,"{""MTG-Jamendo"": 14, ""Suno v3"": 17}",
data/train-00174-of-00210.parquet,974206502,4aad55ef95d83762aad4213b108a2b59a44af95be76dd781d52c0e3595e550de,31,06165,06173,2,"{""MTG-Jamendo"": 9, ""Suno v3"": 22}",
data/train-00175-of-00210.parquet,911659584,3e41563082f7c526ab8af120cde41417631b9112bf6a7db26155151b0e349a15,31,06174,06182,2,"{""MTG-Jamendo"": 9, ""Suno v3"": 22}",
data/train-00176-of-00210.parquet,970047232,616ef768fe20614576c0c147982de42904fa3d0e99b57d636de322febad585e4,31,06183,05292,2,"{""MTG-Jamendo"": 13, ""Suno v3"": 18}",
data/train-00177-of-00210.parquet,1200928181,768d38097477ae63ef4d277ad6abf323631cbeba6b21fc4cb32300574e97c55c,31,05293,05308,2,"{""MTG-Jamendo"": 15, ""Suno v3"": 16}",
data/train-00178-of-00210.parquet,1106056115,5bef6e0b2001d0adba40e9313a0732bd7b37b2c9834e9a5ed0f60e2cef172c61,31,05309,05324,2,"{""MTG-Jamendo"": 15, ""Suno v3"": 16}",
data/train-00179-of-00210.parquet,1212197477,7a32c877ac1a18cac30313579e55bb54522cc514848c641da23e2e7cffb941bf,31,05325,06240,2,"{""MTG-Jamendo"": 15, ""Suno v3"": 16}",
data/train-00180-of-00210.parquet,1107442256,f52ad4b366398b2899999a14abc181e28509bc661e9d28f829f2098a346f884e,31,05341,06249,2,"{""MTG-Jamendo"": 9, ""Suno v3"": 22}",
data/train-00181-of-00210.parquet,970850479,27e9602d102118c73fa49e3272ea18df3203d335d28899828f5d5e8cf87321df,31,06250,06258,2,"{""MTG-Jamendo"": 9, ""Suno v3"": 22}",
data/train-00182-of-00210.parquet,980692611,246b3a176ac610cb5cb62b0661af03e75bb0b0aab8c3c152310c880f3ec3198d,31,06259,05403,2,"{""MTG-Jamendo"": 12, ""Suno v3"": 19}",
data/train-00183-of-00210.parquet,1020678264,e1a0626f48fd31997be14b053869831639fe37550db9ddd495ecf826278768b9,31,05404,05419,2,"{""MTG-Jamendo"": 15, ""Suno v3"": 16}",
data/train-00184-of-00210.parquet,1057583221,4a832d0377a4b7ba7026fa18d977c83283ccb8843e9a9fa6f106a5edb2cfc6f7,31,05420,05435,2,"{""MTG-Jamendo"": 15, ""Suno v3"": 16}",
data/train-00185-of-00210.parquet,993505142,de17625c8e589520c248d92813bd46c0959caf9d092dc0652055c5b99bca25fe,31,05436,05451,2,"{""MTG-Jamendo"": 15, ""Suno v3"": 16}",
data/train-00186-of-00210.parquet,885740533,f624b40111a193677a7644d337ac9fda5bfde4ebc765901d7dda257c5d6a9c94,31,05452,06325,2,"{""MTG-Jamendo"": 10, ""Suno v3"": 21}",
data/train-00187-of-00210.parquet,996837747,aab8e047b86798ae75fd256342be27439c59c998601fea7822d8fd1899a8c926,31,06326,06334,2,"{""MTG-Jamendo"": 9, ""Suno v3"": 22}",
data/train-00188-of-00210.parquet,1178791423,666f8b5678aee3eb74b9166facf70e7f3f6e6c82e8bbf74f928d59e952fd01cf,31,06335,05514,3,"{""MTG-Jamendo"": 11, ""Suno v3"": 6, ""Suno v3.5"": 14}",
data/train-00189-of-00210.parquet,1281751154,26ef3510ab571bcba22dc0fb870f12f059eadcc168164e942dce37a61fefe87e,31,05515,05530,2,"{""MTG-Jamendo"": 15, ""Suno v3.5"": 16}",
data/train-00190-of-00210.parquet,1331333295,2d583c34984a57dc668db5804f4226646b0a02ab3b1939ba265c57434ab2fb4c,31,05531,05547,2,"{""MTG-Jamendo"": 14, ""Suno v3.5"": 17}",
data/train-00191-of-00210.parquet,1267982995,892b41bafe3f366dede9113e583978bbf0a579007bdf1ef20303a40a75c765be,31,05548,05564,2,"{""MTG-Jamendo"": 14, ""Suno v3.5"": 17}",
data/train-00192-of-00210.parquet,1328413382,45b7b6cd78700e10f0050128a1fe7741158a19ad262efea770fe703d90e464a2,31,05565,06401,2,"{""MTG-Jamendo"": 13, ""Suno v3.5"": 18}",
data/train-00193-of-00210.parquet,1257525192,c4422ae9bf7f41b358699fedf062b17022437a58e71114bc994a5c61332e8f5e,31,06402,06410,2,"{""MTG-Jamendo"": 9, ""Suno v3.5"": 22}",
data/train-00194-of-00210.parquet,1298454450,90f50308dc534237dca8474b4073146867d586f386b7b0a2c25b8b9ade1bdd82,31,06411,06419,2,"{""MTG-Jamendo"": 9, ""Suno v3.5"": 22}",
data/train-00195-of-00210.parquet,1308472394,4cd63aaf3c4e0c5abcf1855880489898b9c26b11f3a4e252bdfcf4b2443159cb,31,06420,05646,2,"{""MTG-Jamendo"": 11, ""Suno v3.5"": 20}",
data/train-00196-of-00210.parquet,1370526167,6efaad40075bf2a4b2509e04fd052a04272a0eaae933653e0d4042169227dac3,31,05647,05663,2,"{""MTG-Jamendo"": 14, ""Suno v3.5"": 17}",
data/train-00197-of-00210.parquet,1614997930,611740cf982c4ff0a0ff06a79750851554d0193f851931b5da7dd4f7f96eadb0,31,05664,05680,2,"{""MTG-Jamendo"": 14, ""Suno v3.5"": 17}",
data/train-00198-of-00210.parquet,1274157266,e0e6215bca056c6926cfaabad8a328f0ebea2718a2f6285b1085d20114b80a93,31,05681,05697,2,"{""MTG-Jamendo"": 14, ""Suno v3.5"": 17}",
data/train-00199-of-00210.parquet,1392334565,e9b81045054b45a48865069b51b6ad12df756c73e2acb4c01113ff11b0472459,31,05698,06486,2,"{""MTG-Jamendo"": 14, ""Suno v3.5"": 17}",
data/train-00200-of-00210.parquet,1181905038,07a7eb9e530ba829442e0d8337175335d7ec75f1200efa4c70296a9f5473a7f8,30,05715,06494,2,"{""MTG-Jamendo"": 8, ""Suno v3.5"": 22}",
data/train-00201-of-00210.parquet,1193252361,ca02fb17595ffc7e1d98dbf50d4ccc96e233bab50fffdf3bdf0e1700596828a1,30,06495,05760,2,"{""MTG-Jamendo"": 6, ""Suno v3.5"": 24}",
data/train-00202-of-00210.parquet,964064360,08765b6690c190bc8822a17a4129e8bf58bdc2e6e4f8b4bea092465839c4a010,30,05761,05790,1,"{""Suno v3.5"": 30}",
data/train-00203-of-00210.parquet,1196718964,59ce3737b06c11dcc3ffec8b1a6bfc07096a492c050e1ab0b762513fcc601a58,30,05791,05820,1,"{""Suno v3.5"": 30}",
data/train-00204-of-00210.parquet,1105958490,6cdeb15909bf0292d78d906232aeb1604b8a46af00528276ac59bd2397c6f1f8,30,05821,05850,1,"{""Suno v3.5"": 30}",
data/train-00205-of-00210.parquet,1126032725,ce2f4578681fa8ca69469ea342c6cf5e08e3b443bdba7fb93e0adfe10334a144,30,05851,05880,1,"{""Suno v3.5"": 30}",
data/train-00206-of-00210.parquet,1110020692,11d517155b2c4b0587094d157829d505fc0d10d22cb41a2530665c9878746259,30,05881,05910,1,"{""Suno v3.5"": 30}",
data/train-00207-of-00210.parquet,1151991197,87ba96832d70b7ecf794f1c520d08f2c81f659eae6eea04d5a9c9b5723aebec0,30,05911,05940,1,"{""Suno v3.5"": 30}",
data/train-00208-of-00210.parquet,1064926810,ab86ebb96d421b975bf4bdd9bdec820dff2cf9b0c8a8d85924b6155c8917ea6b,30,05941,05970,1,"{""Suno v3.5"": 30}",
data/train-00209-of-00210.parquet,1175405315,8a0ab0eee536c7dfe63f76911511ddbb0a71dfe2ab427d1647a0ae9704137daf,30,05971,06000,1,"{""Suno v3.5"": 30}",
