record_type,scope,license_category,license_title,license_url,track_count,allowed
license_detail,medium_bundle,ALLOW_BY,Attribution 3.0 International,http://creativecommons.org/licenses/by/3.0/,84,True
license_detail,medium_bundle,ALLOW_BY,Attribution 3.0 United States,http://creativecommons.org/licenses/by/3.0/us/,136,True
license_detail,medium_bundle,ALLOW_BY,Creative Commons Attribution,http://creativecommons.org/licenses/by/3.0/,346,True
license_detail,medium_bundle,ALLOW_BY_NC,Attribution NonCommercial 2.5,http://creativecommons.org/licenses/by-nc/2.5/,1,True
license_detail,medium_bundle,ALLOW_BY_NC,Attribution-NonCommercial,http://creativecommons.org/licenses/by-nc/4.0/,780,True
license_detail,medium_bundle,ALLOW_BY_NC,Attribution-NonCommercial 2.5,http://creativecommons.org/licenses/by-nc/2.5/,15,True
license_detail,medium_bundle,ALLOW_BY_NC,Attribution-NonCommercial 3.0 International,http://creativecommons.org/licenses/by-nc/3.0/,666,True
license_detail,medium_bundle,ALLOW_BY_NC,Attribution-Noncommercial 2.1 Japan,http://creativecommons.org/licenses/by-nc/2.1/jp/,15,True
license_detail,medium_bundle,ALLOW_BY_NC,Attribution-Noncommercial 2.5 Switzerland,http://creativecommons.org/licenses/by-nc/2.5/ch/,21,True
license_detail,medium_bundle,ALLOW_BY_NC,Attribution-Noncommercial 3.0 Austria,http://creativecommons.org/licenses/by-nc/3.0/at/,1,True
license_detail,medium_bundle,ALLOW_BY_NC,Attribution-Noncommercial 3.0 Germany,http://creativecommons.org/licenses/by-nc/3.0/de/,16,True
license_detail,medium_bundle,ALLOW_BY_NC,Attribution-Noncommercial 3.0 United States,http://creativecommons.org/licenses/by-nc/3.0/us/,167,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-NonCommercial-ShareAlike,http://creativecommons.org/licenses/by-nc-sa/4.0/,1650,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-NonCommercial-ShareAlike 3.0 (Will Not Appear in Vimeo Music Store),http://creativecommons.org/licenses/by-nc-sa/3.0,6,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-NonCommercial-ShareAlike 3.0 France,http://creativecommons.org/licenses/by-nc-sa/3.0/fr/,2,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,3248,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-NonCommercial-ShareAlike 3.0 Italy,http://creativecommons.org/licenses/by-nc-sa/3.0/it/,7,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 2.0 France,http://creativecommons.org/licenses/by-nc-sa/2.0/fr/,20,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 2.0 Generic,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 2.0 Germany,http://creativecommons.org/licenses/by-nc-sa/2.0/de/,13,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 2.0 UK: England,http://creativecommons.org/licenses/by-nc-sa/2.0/uk/,207,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 2.5 Canada,http://creativecommons.org/licenses/by-nc-sa/2.5/ca/,11,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 2.5 Israel,http://creativecommons.org/licenses/by-nc-sa/2.5/il/,1,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 2.5 Italy,http://creativecommons.org/licenses/by-nc-sa/2.5/it/,50,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 2.5 Mexico,http://creativecommons.org/licenses/by-nc-sa/2.5/mx/,4,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 2.5 UK: Scotland,http://creativecommons.org/licenses/by-nc-sa/2.5/scotland/,3,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 3.0 Brazil,http://creativecommons.org/licenses/by-nc-sa/3.0/br/,4,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 3.0 Germany,http://creativecommons.org/licenses/by-nc-sa/3.0/de/,63,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 3.0 Netherlands,http://creativecommons.org/licenses/by-nc-sa/3.0/nl/,21,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 3.0 New Zealand,http://creativecommons.org/licenses/by-nc-sa/3.0/nz/,62,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 3.0 Romania,http://creativecommons.org/licenses/by-nc-sa/3.0/ro/,27,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 3.0 Spain,http://creativecommons.org/licenses/by-nc-sa/3.0/es/,15,True
license_detail,medium_bundle,ALLOW_BY_NC_SA,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,4287,True
license_detail,medium_bundle,ALLOW_BY_SA,Attribution-Share Alike 2.0 France,http://creativecommons.org/licenses/by-sa/2.0/fr/,5,True
license_detail,medium_bundle,ALLOW_BY_SA,Attribution-Share Alike 2.0 UK: England,http://creativecommons.org/licenses/by-sa/2.0/uk/,4,True
license_detail,medium_bundle,ALLOW_BY_SA,Attribution-Share Alike 3.0 Germany,http://creativecommons.org/licenses/by-sa/3.0/de/,5,True
license_detail,medium_bundle,ALLOW_BY_SA,Attribution-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-sa/3.0/us/,63,True
license_detail,medium_bundle,ALLOW_BY_SA,Attribution-ShareAlike,http://creativecommons.org/licenses/by-sa/4.0/,401,True
license_detail,medium_bundle,ALLOW_BY_SA,Attribution-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-sa/3.0/,391,True
license_detail,medium_bundle,ALLOW_CC0,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,107,True
license_detail,medium_bundle,EXCLUDE_CUSTOM,Art Libre,http://artlibre.org/licence/lal/en,6,False
license_detail,medium_bundle,EXCLUDE_CUSTOM,CopyrightPlus,http://www.upitup.com/tracky/newalbum/CopyrightPlus.html,8,False
license_detail,medium_bundle,EXCLUDE_CUSTOM,Electronic Frontier Foundation Open Audio License,http://pan.zipcon.net/EFF/oal.html,3,False
license_detail,medium_bundle,EXCLUDE_CUSTOM,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,12,False
license_detail,medium_bundle,EXCLUDE_CUSTOM,Public Domain,http://creativecommons.org/licenses/publicdomain/,117,False
license_detail,medium_bundle,EXCLUDE_CUSTOM,Public Domain Mark 1.0,http://creativecommons.org/publicdomain/mark/1.0/,29,False
license_detail,medium_bundle,EXCLUDE_CUSTOM,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,5,False
license_detail,medium_bundle,EXCLUDE_CUSTOM,ideology.de,http://www.ideology.de/archives/000019.php,7,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-No Derivative Works 2.5 Italy,http://creativecommons.org/licenses/by-nd/2.5/it/,1,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nd/3.0/us/,19,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-NoDerivatives,https://creativecommons.org/licenses/by-nd/4.0/,12,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-NoDerivatives 3.0 International,http://creativecommons.org/licenses/by-nd/3.0/,84,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-NoDerivatives 4.0 International,http://creativecommons.org/licenses/by-nd/4.0/,81,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-NoDerivs 2.0 UK: England & Wales,http://creativecommons.org/licenses/by-nd/2.0/uk/,7,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-NoDerivs 2.5 Canada,http://creativecommons.org/licenses/by-nd/2.5/ca/,5,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,http://creativecommons.org/licenses/by-nc-nd/3.0/,3728,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-NonCommercial-NoDerivatives 2.0 Germany,http://creativecommons.org/licenses/by-nc-nd/2.0/de/,75,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-NonCommercial-NoDerivs 2.5 Colombia,http://creativecommons.org/licenses/by-nc-nd/2.5/co/,1,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-NonCommercial-NoDerivs 3.0 France,http://creativecommons.org/licenses/by-nc-nd/3.0/fr/,10,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-NonCommercial-NoDerivs 3.0 Italy,http://creativecommons.org/licenses/by-nc-nd/3.0/it/,10,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-NonCommercial-NoDerivs 3.0 Portugal,http://creativecommons.org/licenses/by-nc-nd/3.0/pt/,2,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-No Derivative Works 2.0 UK: England,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,20,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-No Derivative Works 2.5 Generic,http://creativecommons.org/licenses/by-nc-nd/2.5/,8,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-No Derivative Works 2.5 Hungary,http://creativecommons.org/licenses/by-nc-nd/2.5/hu/,1,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-No Derivative Works 2.5 Italy,http://creativecommons.org/licenses/by-nc-nd/2.5/it/,17,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-No Derivative Works 2.5 Mexico,http://creativecommons.org/licenses/by-nc-nd/2.5/mx/,11,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-No Derivative Works 2.5 Sweden,http://creativecommons.org/licenses/by-nc-nd/2.5/se/,1,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-No Derivative Works 2.5 Switzerland,http://creativecommons.org/licenses/by-nc-nd/2.5/ch/,1,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-No Derivative Works 3.0 Germany,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,44,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-No Derivative Works 3.0 Netherlands,http://creativecommons.org/licenses/by-nc-nd/3.0/nl/,1,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-No Derivative Works 3.0 Spain,http://creativecommons.org/licenses/by-nc-nd/3.0/es/,2,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,2826,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-NoDerivatives 2.0 France,http://creativecommons.org/licenses/by-nc-nd/2.0/fr/,94,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-NoDerivatives 2.0 Generic,http://creativecommons.org/licenses/by-nc-nd/2.0/,16,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-NoDerivatives 2.1 Japan,http://creativecommons.org/licenses/by-nc-nd/2.1/jp/,9,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-NoDerivatives 2.5 Argentina,http://creativecommons.org/licenses/by-nc-nd/2.5/ar/,11,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-NoDerivatives 2.5 Australia,http://creativecommons.org/licenses/by-nc-nd/2.5/au/,2,False
license_detail,medium_bundle,EXCLUDE_ND,Attribution-Noncommercial-NoDerivatives 2.5 Canada,http://creativecommons.org/licenses/by-nc-nd/2.5/ca/,22,False
license_detail,medium_bundle,EXCLUDE_ND,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,3215,False
license_detail,medium_bundle,EXCLUDE_RESTRICTED,Music Sharing,http://freemusicarchive.org/music-sharing,1,False
license_detail,medium_bundle,EXCLUDE_RESTRICTED,Public Domain / Sound Recording Common Law Protection,http://freemusicarchive.org/Sound_Recording_Common_Law,403,False
license_detail,medium_bundle,EXCLUDE_UNKNOWN,,,24,False
